A,B,C,D
42,0,Category1,2044-08-04
27,0,Category3,2044-08-05
74,0,Category1,2044-08-06
52,0,Category2,2044-08-07
42,0,Category1,2044-08-08
32,0,Category1,2044-08-09
26,0,Category1,2044-08-10
25,0,Category1,2044-08-11
75,0,Category1,2044-08-12
23,0,Category1,2044-08-13
98,0,Category2,2044-08-14
57,0,Category1,2044-08-15
52,0,Category2,2044-08-16
87,0,Category1,2044-08-17
93,0,Category3,2044-08-18
31,0,Category1,2044-08-19
64,0,Category2,2044-08-20
71,0,Category2,2044-08-21
33,0,Category3,2044-08-22
85,0,Category1,2044-08-23
2,0,Category3,2044-08-24
18,0,Category1,2044-08-25
47,0,Category1,2044-08-26
33,0,Category2,2044-08-27
98,0,Category3,2044-08-28
84,0,Category3,2044-08-29
35,0,Category2,2044-08-30
51,0,Category2,2044-08-31
18,0,Category3,2044-09-01
88,0,Category2,2044-09-02
72,0,Category1,2044-09-03
30,0,Category3,2044-09-04
44,0,Category3,2044-09-05
53,0,Category2,2044-09-06
10,0,Category1,2044-09-07
87,0,Category3,2044-09-08
52,0,Category3,2044-09-09
49,0,Category1,2044-09-10
11,0,Category2,2044-09-11
66,0,Category2,2044-09-12
58,0,Category2,2044-09-13
90,0,Category2,2044-09-14
36,0,Category1,2044-09-15
33,0,Category1,2044-09-16
47,0,Category3,2044-09-17
13,0,Category3,2044-09-18
40,0,Category1,2044-09-19
89,0,Category3,2044-09-20
68,0,Category1,2044-09-21
42,0,Category2,2044-09-22
19,0,Category1,2044-09-23
82,0,Category1,2044-09-24
94,0,Category3,2044-09-25
19,0,Category1,2044-09-26
58,0,Category2,2044-09-27
23,0,Category2,2044-09-28
54,0,Category3,2044-09-29
80,0,Category3,2044-09-30
65,0,Category1,2044-10-01
12,0,Category3,2044-10-02
24,0,Category2,2044-10-03
34,0,Category3,2044-10-04
53,0,Category3,2044-10-05
8,0,Category2,2044-10-06
18,0,Category1,2044-10-07
57,0,Category1,2044-10-08
5,0,Category3,2044-10-09
26,0,Category2,2044-10-10
30,0,Category2,2044-10-11
54,0,Category2,2044-10-12
13,0,Category1,2044-10-13
83,0,Category2,2044-10-14
29,0,Category2,2044-10-15
3,0,Category1,2044-10-16
90,0,Category2,2044-10-17
58,0,Category1,2044-10-18
76,0,Category3,2044-10-19
2,0,Category3,2044-10-20
75,0,Category3,2044-10-21
28,0,Category3,2044-10-22
82,0,Category3,2044-10-23
77,0,Category1,2044-10-24
86,0,Category1,2044-10-25
76,0,Category1,2044-10-26
2,0,Category2,2044-10-27
7,0,Category3,2044-10-28
26,0,Category2,2044-10-29
90,0,Category2,2044-10-30
88,0,Category2,2044-10-31
76,0,Category3,2044-11-01
16,0,Category2,2044-11-02
23,0,Category3,2044-11-03
40,0,Category3,2044-11-04
60,0,Category3,2044-11-05
73,0,Category2,2044-11-06
32,0,Category3,2044-11-07
15,0,Category3,2044-11-08
13,0,Category1,2044-11-09
5,0,Category2,2044-11-10
75,0,Category1,2044-11-11
74,0,Category1,2044-11-12
52,0,Category2,2044-11-13
77,0,Category1,2044-11-14
41,0,Category3,2044-11-15
53,0,Category1,2044-11-16
50,0,Category1,2044-11-17
15,0,Category3,2044-11-18
7,0,Category1,2044-11-19
40,0,Category3,2044-11-20
28,0,Category2,2044-11-21
32,0,Category1,2044-11-22
99,0,Category2,2044-11-23
15,0,Category1,2044-11-24
85,0,Category3,2044-11-25
70,0,Category1,2044-11-26
65,0,Category2,2044-11-27
4,0,Category3,2044-11-28
11,0,Category3,2044-11-29
26,0,Category2,2044-11-30
61,0,Category2,2044-12-01
37,0,Category1,2044-12-02
23,0,Category1,2044-12-03
93,0,Category3,2044-12-04
85,0,Category2,2044-12-05
91,0,Category2,2044-12-06
40,0,Category1,2044-12-07
77,0,Category1,2044-12-08
23,0,Category3,2044-12-09
16,0,Category2,2044-12-10
94,0,Category2,2044-12-11
61,0,Category2,2044-12-12
68,0,Category2,2044-12-13
80,0,Category1,2044-12-14
31,0,Category1,2044-12-15
53,0,Category1,2044-12-16
25,0,Category3,2044-12-17
44,0,Category2,2044-12-18
12,0,Category1,2044-12-19
90,0,Category2,2044-12-20
97,0,Category1,2044-12-21
92,0,Category3,2044-12-22
9,0,Category1,2044-12-23
12,0,Category3,2044-12-24
69,0,Category2,2044-12-25
54,0,Category1,2044-12-26
54,0,Category1,2044-12-27
28,0,Category1,2044-12-28
56,0,Category2,2044-12-29
99,0,Category3,2044-12-30
69,0,Category3,2044-12-31
98,0,Category1,2045-01-01
98,0,Category2,2045-01-02
77,0,Category3,2045-01-03
58,0,Category3,2045-01-04
78,0,Category3,2045-01-05
75,0,Category3,2045-01-06
42,0,Category3,2045-01-07
38,0,Category1,2045-01-08
68,0,Category1,2045-01-09
53,0,Category1,2045-01-10
33,0,Category3,2045-01-11
71,0,Category3,2045-01-12
56,0,Category3,2045-01-13
72,0,Category1,2045-01-14
51,0,Category3,2045-01-15
74,0,Category1,2045-01-16
43,0,Category3,2045-01-17
15,0,Category1,2045-01-18
38,0,Category2,2045-01-19
15,0,Category3,2045-01-20
5,0,Category3,2045-01-21
93,0,Category1,2045-01-22
83,0,Category3,2045-01-23
54,0,Category1,2045-01-24
51,0,Category1,2045-01-25
10,0,Category2,2045-01-26
12,0,Category2,2045-01-27
4,0,Category3,2045-01-28
95,0,Category3,2045-01-29
18,0,Category1,2045-01-30
80,0,Category1,2045-01-31
36,0,Category1,2045-02-01
25,0,Category1,2045-02-02
87,0,Category3,2045-02-03
76,0,Category2,2045-02-04
98,0,Category3,2045-02-05
36,0,Category3,2045-02-06
67,0,Category3,2045-02-07
9,0,Category2,2045-02-08
61,0,Category3,2045-02-09
53,0,Category2,2045-02-10
18,0,Category1,2045-02-11
43,0,Category3,2045-02-12
35,0,Category1,2045-02-13
63,0,Category1,2045-02-14
98,0,Category1,2045-02-15
78,0,Category3,2045-02-16
4,0,Category1,2045-02-17
93,0,Category3,2045-02-18
41,0,Category1,2045-02-19
45,0,Category3,2045-02-20
50,0,Category3,2045-02-21
79,0,Category3,2045-02-22
28,0,Category1,2045-02-23
42,0,Category3,2045-02-24
80,0,Category1,2045-02-25
76,0,Category2,2045-02-26
69,0,Category1,2045-02-27
98,0,Category1,2045-02-28
1,0,Category3,2045-03-01
39,0,Category1,2045-03-02
96,0,Category2,2045-03-03
90,0,Category3,2045-03-04
17,0,Category1,2045-03-05
91,0,Category1,2045-03-06
88,0,Category3,2045-03-07
35,0,Category3,2045-03-08
46,0,Category1,2045-03-09
42,0,Category1,2045-03-10
39,0,Category3,2045-03-11
90,0,Category3,2045-03-12
49,0,Category2,2045-03-13
62,0,Category2,2045-03-14
38,0,Category2,2045-03-15
23,0,Category3,2045-03-16
22,0,Category3,2045-03-17
4,0,Category3,2045-03-18
49,0,Category1,2045-03-19
59,0,Category3,2045-03-20
73,0,Category1,2045-03-21
68,0,Category3,2045-03-22
71,0,Category3,2045-03-23
87,0,Category1,2045-03-24
2,0,Category3,2045-03-25
49,0,Category3,2045-03-26
88,0,Category3,2045-03-27
95,0,Category2,2045-03-28
31,0,Category3,2045-03-29
40,0,Category1,2045-03-30
48,0,Category1,2045-03-31
51,0,Category1,2045-04-01
43,0,Category3,2045-04-02
98,0,Category1,2045-04-03
55,0,Category2,2045-04-04
88,0,Category1,2045-04-05
49,0,Category3,2045-04-06
90,0,Category2,2045-04-07
80,0,Category1,2045-04-08
57,0,Category2,2045-04-09
77,0,Category1,2045-04-10
15,0,Category3,2045-04-11
27,0,Category2,2045-04-12
68,0,Category1,2045-04-13
80,0,Category1,2045-04-14
64,0,Category2,2045-04-15
94,0,Category2,2045-04-16
30,0,Category2,2045-04-17
36,0,Category2,2045-04-18
67,0,Category1,2045-04-19
86,0,Category1,2045-04-20
86,0,Category1,2045-04-21
49,0,Category3,2045-04-22
76,0,Category2,2045-04-23
55,0,Category1,2045-04-24
85,0,Category2,2045-04-25
56,0,Category2,2045-04-26
68,0,Category1,2045-04-27
95,0,Category2,2045-04-28
44,0,Category2,2045-04-29
31,0,Category2,2045-04-30
58,0,Category2,2045-05-01
87,0,Category2,2045-05-02
53,0,Category1,2045-05-03
84,0,Category1,2045-05-04
79,0,Category2,2045-05-05
23,0,Category2,2045-05-06
28,0,Category2,2045-05-07
16,0,Category3,2045-05-08
37,0,Category2,2045-05-09
21,0,Category3,2045-05-10
79,0,Category3,2045-05-11
17,0,Category3,2045-05-12
37,0,Category1,2045-05-13
77,0,Category3,2045-05-14
19,0,Category2,2045-05-15
30,0,Category2,2045-05-16
45,0,Category1,2045-05-17
18,0,Category1,2045-05-18
78,0,Category2,2045-05-19
62,0,Category1,2045-05-20
36,0,Category1,2045-05-21
84,0,Category3,2045-05-22
52,0,Category3,2045-05-23
19,0,Category1,2045-05-24
44,0,Category2,2045-05-25
7,0,Category3,2045-05-26
44,0,Category2,2045-05-27
68,0,Category1,2045-05-28
34,0,Category2,2045-05-29
66,0,Category2,2045-05-30
69,0,Category2,2045-05-31
55,0,Category2,2045-06-01
10,0,Category1,2045-06-02
96,0,Category1,2045-06-03
42,0,Category3,2045-06-04
41,0,Category3,2045-06-05
77,0,Category3,2045-06-06
69,0,Category3,2045-06-07
10,0,Category2,2045-06-08
10,0,Category3,2045-06-09
91,0,Category3,2045-06-10
60,0,Category2,2045-06-11
51,0,Category1,2045-06-12
21,0,Category3,2045-06-13
8,0,Category1,2045-06-14
65,0,Category3,2045-06-15
92,0,Category1,2045-06-16
78,0,Category3,2045-06-17
85,0,Category1,2045-06-18
30,0,Category1,2045-06-19
85,0,Category3,2045-06-20
49,0,Category1,2045-06-21
9,0,Category3,2045-06-22
17,0,Category3,2045-06-23
69,0,Category2,2045-06-24
58,0,Category3,2045-06-25
57,0,Category3,2045-06-26
62,0,Category3,2045-06-27
95,0,Category3,2045-06-28
52,0,Category2,2045-06-29
61,0,Category2,2045-06-30
40,0,Category2,2045-07-01
38,0,Category2,2045-07-02
43,0,Category1,2045-07-03
63,0,Category3,2045-07-04
19,0,Category2,2045-07-05
50,0,Category3,2045-07-06
33,0,Category2,2045-07-07
13,0,Category3,2045-07-08
78,0,Category1,2045-07-09
97,0,Category2,2045-07-10
62,0,Category1,2045-07-11
93,0,Category1,2045-07-12
43,0,Category3,2045-07-13
49,0,Category2,2045-07-14
36,0,Category1,2045-07-15
10,0,Category3,2045-07-16
95,0,Category3,2045-07-17
6,0,Category3,2045-07-18
57,0,Category1,2045-07-19
1,0,Category3,2045-07-20
71,0,Category3,2045-07-21
58,0,Category3,2045-07-22
91,0,Category1,2045-07-23
21,0,Category3,2045-07-24
92,0,Category1,2045-07-25
80,0,Category3,2045-07-26
56,0,Category1,2045-07-27
87,0,Category1,2045-07-28
20,0,Category2,2045-07-29
54,0,Category2,2045-07-30
25,0,Category2,2045-07-31
28,0,Category1,2045-08-01
5,0,Category3,2045-08-02
21,0,Category3,2045-08-03
18,0,Category1,2045-08-04
47,0,Category3,2045-08-05
70,0,Category1,2045-08-06
57,0,Category3,2045-08-07
93,0,Category1,2045-08-08
19,0,Category2,2045-08-09
97,0,Category2,2045-08-10
65,0,Category3,2045-08-11
3,0,Category3,2045-08-12
42,0,Category3,2045-08-13
21,0,Category3,2045-08-14
99,0,Category2,2045-08-15
40,0,Category2,2045-08-16
67,0,Category1,2045-08-17
25,0,Category3,2045-08-18
55,0,Category2,2045-08-19
84,0,Category1,2045-08-20
52,0,Category1,2045-08-21
44,0,Category1,2045-08-22
98,0,Category2,2045-08-23
85,0,Category1,2045-08-24
56,0,Category3,2045-08-25
55,0,Category1,2045-08-26
87,0,Category1,2045-08-27
70,0,Category2,2045-08-28
77,0,Category1,2045-08-29
87,0,Category2,2045-08-30
73,0,Category2,2045-08-31
81,0,Category3,2045-09-01
66,0,Category1,2045-09-02
19,0,Category3,2045-09-03
83,0,Category3,2045-09-04
7,0,Category1,2045-09-05
63,0,Category1,2045-09-06
42,0,Category2,2045-09-07
42,0,Category1,2045-09-08
59,0,Category2,2045-09-09
20,0,Category3,2045-09-10
73,0,Category3,2045-09-11
17,0,Category2,2045-09-12
27,0,Category1,2045-09-13
47,0,Category1,2045-09-14
2,0,Category2,2045-09-15
63,0,Category3,2045-09-16
62,0,Category2,2045-09-17
19,0,Category1,2045-09-18
17,0,Category1,2045-09-19
69,0,Category2,2045-09-20
39,0,Category1,2045-09-21
82,0,Category3,2045-09-22
71,0,Category2,2045-09-23
81,0,Category3,2045-09-24
39,0,Category3,2045-09-25
36,0,Category2,2045-09-26
40,0,Category2,2045-09-27
45,0,Category1,2045-09-28
4,0,Category1,2045-09-29
25,0,Category2,2045-09-30
69,0,Category2,2045-10-01
30,0,Category1,2045-10-02
76,0,Category1,2045-10-03
68,0,Category1,2045-10-04
88,0,Category2,2045-10-05
29,0,Category2,2045-10-06
73,0,Category1,2045-10-07
68,0,Category3,2045-10-08
51,0,Category3,2045-10-09
24,0,Category1,2045-10-10
14,0,Category2,2045-10-11
69,0,Category2,2045-10-12
18,0,Category3,2045-10-13
42,0,Category1,2045-10-14
57,0,Category3,2045-10-15
83,0,Category3,2045-10-16
12,0,Category1,2045-10-17
82,0,Category3,2045-10-18
17,0,Category2,2045-10-19
30,0,Category3,2045-10-20
88,0,Category1,2045-10-21
75,0,Category2,2045-10-22
99,0,Category2,2045-10-23
23,0,Category3,2045-10-24
81,0,Category2,2045-10-25
1,0,Category1,2045-10-26
79,0,Category3,2045-10-27
32,0,Category2,2045-10-28
9,0,Category1,2045-10-29
15,0,Category3,2045-10-30
28,0,Category1,2045-10-31
24,0,Category2,2045-11-01
60,0,Category3,2045-11-02
35,0,Category3,2045-11-03
86,0,Category2,2045-11-04
27,0,Category1,2045-11-05
83,0,Category2,2045-11-06
76,0,Category3,2045-11-07
20,0,Category3,2045-11-08
65,0,Category2,2045-11-09
85,0,Category1,2045-11-10
49,0,Category2,2045-11-11
1,0,Category1,2045-11-12
10,0,Category1,2045-11-13
47,0,Category3,2045-11-14
59,0,Category1,2045-11-15
96,0,Category3,2045-11-16
62,0,Category1,2045-11-17
86,0,Category1,2045-11-18
18,0,Category3,2045-11-19
46,0,Category1,2045-11-20
32,0,Category2,2045-11-21
27,0,Category1,2045-11-22
92,0,Category3,2045-11-23
18,0,Category3,2045-11-24
39,0,Category2,2045-11-25
49,0,Category1,2045-11-26
93,0,Category2,2045-11-27
82,0,Category1,2045-11-28
44,0,Category2,2045-11-29
72,0,Category3,2045-11-30
54,0,Category3,2045-12-01
95,0,Category2,2045-12-02
34,0,Category1,2045-12-03
71,0,Category1,2045-12-04
36,0,Category3,2045-12-05
18,0,Category1,2045-12-06
38,0,Category2,2045-12-07
59,0,Category2,2045-12-08
9,0,Category1,2045-12-09
73,0,Category3,2045-12-10
72,0,Category3,2045-12-11
51,0,Category3,2045-12-12
35,0,Category3,2045-12-13
82,0,Category3,2045-12-14
5,0,Category2,2045-12-15
14,0,Category1,2045-12-16
92,0,Category2,2045-12-17
30,0,Category3,2045-12-18
4,0,Category3,2045-12-19
39,0,Category1,2045-12-20
84,0,Category1,2045-12-21
64,0,Category1,2045-12-22
25,0,Category2,2045-12-23
28,0,Category1,2045-12-24
76,0,Category2,2045-12-25
66,0,Category3,2045-12-26
78,0,Category2,2045-12-27
22,0,Category1,2045-12-28
31,0,Category2,2045-12-29
23,0,Category2,2045-12-30
48,0,Category2,2045-12-31
20,0,Category1,2046-01-01
38,0,Category2,2046-01-02
55,0,Category1,2046-01-03
68,0,Category2,2046-01-04
79,0,Category2,2046-01-05
88,0,Category2,2046-01-06
89,0,Category1,2046-01-07
1,0,Category1,2046-01-08
7,0,Category1,2046-01-09
57,0,Category3,2046-01-10
95,0,Category1,2046-01-11
12,0,Category2,2046-01-12
5,0,Category3,2046-01-13
50,0,Category1,2046-01-14
42,0,Category1,2046-01-15
12,0,Category3,2046-01-16
18,0,Category3,2046-01-17
66,0,Category1,2046-01-18
74,0,Category3,2046-01-19
79,0,Category2,2046-01-20
94,0,Category2,2046-01-21
17,0,Category2,2046-01-22
68,0,Category1,2046-01-23
71,0,Category2,2046-01-24
62,0,Category3,2046-01-25
41,0,Category2,2046-01-26
95,0,Category3,2046-01-27
34,0,Category2,2046-01-28
70,0,Category3,2046-01-29
45,0,Category2,2046-01-30
58,0,Category2,2046-01-31
51,0,Category2,2046-02-01
34,0,Category3,2046-02-02
44,0,Category3,2046-02-03
15,0,Category2,2046-02-04
78,0,Category3,2046-02-05
70,0,Category3,2046-02-06
50,0,Category1,2046-02-07
32,0,Category2,2046-02-08
67,0,Category3,2046-02-09
3,0,Category3,2046-02-10
86,0,Category3,2046-02-11
86,0,Category3,2046-02-12
74,0,Category1,2046-02-13
51,0,Category3,2046-02-14
67,0,Category3,2046-02-15
76,0,Category1,2046-02-16
93,0,Category2,2046-02-17
48,0,Category2,2046-02-18
17,0,Category1,2046-02-19
7,0,Category2,2046-02-20
13,0,Category2,2046-02-21
66,0,Category1,2046-02-22
4,0,Category3,2046-02-23
10,0,Category1,2046-02-24
88,0,Category1,2046-02-25
17,0,Category1,2046-02-26
52,0,Category1,2046-02-27
6,0,Category1,2046-02-28
83,0,Category3,2046-03-01
69,0,Category2,2046-03-02
96,0,Category1,2046-03-03
74,0,Category3,2046-03-04
9,0,Category1,2046-03-05
91,0,Category3,2046-03-06
77,0,Category2,2046-03-07
83,0,Category3,2046-03-08
21,0,Category3,2046-03-09
24,0,Category2,2046-03-10
4,0,Category2,2046-03-11
24,0,Category3,2046-03-12
59,0,Category1,2046-03-13
99,0,Category1,2046-03-14
3,0,Category2,2046-03-15
68,0,Category1,2046-03-16
40,0,Category2,2046-03-17
48,0,Category3,2046-03-18
54,0,Category3,2046-03-19
35,0,Category1,2046-03-20
95,0,Category2,2046-03-21
56,0,Category1,2046-03-22
89,0,Category1,2046-03-23
40,0,Category3,2046-03-24
77,0,Category1,2046-03-25
68,0,Category3,2046-03-26
46,0,Category2,2046-03-27
78,0,Category1,2046-03-28
13,0,Category3,2046-03-29
27,0,Category1,2046-03-30
6,0,Category2,2046-03-31
17,0,Category1,2046-04-01
36,0,Category1,2046-04-02
99,0,Category3,2046-04-03
81,0,Category2,2046-04-04
2,0,Category2,2046-04-05
77,0,Category2,2046-04-06
52,0,Category1,2046-04-07
66,0,Category3,2046-04-08
52,0,Category1,2046-04-09
92,0,Category1,2046-04-10
43,0,Category1,2046-04-11
90,0,Category2,2046-04-12
22,0,Category3,2046-04-13
55,0,Category2,2046-04-14
67,0,Category1,2046-04-15
99,0,Category1,2046-04-16
60,0,Category3,2046-04-17
58,0,Category2,2046-04-18
12,0,Category1,2046-04-19
88,0,Category1,2046-04-20
69,0,Category3,2046-04-21
84,0,Category1,2046-04-22
39,0,Category2,2046-04-23
13,0,Category2,2046-04-24
41,0,Category1,2046-04-25
57,0,Category1,2046-04-26
53,0,Category1,2046-04-27
12,0,Category3,2046-04-28
13,0,Category3,2046-04-29
74,0,Category2,2046-04-30
97,0,Category2,2046-05-01
57,0,Category1,2046-05-02
40,0,Category1,2046-05-03
80,0,Category1,2046-05-04
45,0,Category3,2046-05-05
35,0,Category3,2046-05-06
3,0,Category1,2046-05-07
5,0,Category1,2046-05-08
90,0,Category2,2046-05-09
11,0,Category3,2046-05-10
71,0,Category1,2046-05-11
56,0,Category3,2046-05-12
10,0,Category1,2046-05-13
34,0,Category1,2046-05-14
67,0,Category2,2046-05-15
72,0,Category2,2046-05-16
31,0,Category2,2046-05-17
75,0,Category1,2046-05-18
71,0,Category2,2046-05-19
66,0,Category1,2046-05-20
70,0,Category3,2046-05-21
41,0,Category3,2046-05-22
63,0,Category1,2046-05-23
32,0,Category2,2046-05-24
20,0,Category2,2046-05-25
57,0,Category3,2046-05-26
98,0,Category1,2046-05-27
50,0,Category1,2046-05-28
80,0,Category1,2046-05-29
25,0,Category3,2046-05-30
12,0,Category3,2046-05-31
71,0,Category2,2046-06-01
39,0,Category1,2046-06-02
17,0,Category1,2046-06-03
45,0,Category1,2046-06-04
11,0,Category1,2046-06-05
70,0,Category3,2046-06-06
23,0,Category2,2046-06-07
91,0,Category3,2046-06-08
70,0,Category2,2046-06-09
38,0,Category1,2046-06-10
2,0,Category1,2046-06-11
86,0,Category1,2046-06-12
84,0,Category1,2046-06-13
89,0,Category1,2046-06-14
79,0,Category3,2046-06-15
93,0,Category2,2046-06-16
72,0,Category3,2046-06-17
37,0,Category1,2046-06-18
49,0,Category2,2046-06-19
52,0,Category2,2046-06-20
33,0,Category1,2046-06-21
22,0,Category2,2046-06-22
5,0,Category3,2046-06-23
18,0,Category3,2046-06-24
38,0,Category3,2046-06-25
37,0,Category3,2046-06-26
94,0,Category2,2046-06-27
95,0,Category3,2046-06-28
64,0,Category2,2046-06-29
10,0,Category1,2046-06-30
79,0,Category3,2046-07-01
42,0,Category1,2046-07-02
48,0,Category3,2046-07-03
44,0,Category1,2046-07-04
82,0,Category1,2046-07-05
87,0,Category1,2046-07-06
97,0,Category1,2046-07-07
16,0,Category1,2046-07-08
54,0,Category2,2046-07-09
35,0,Category2,2046-07-10
98,0,Category3,2046-07-11
28,0,Category2,2046-07-12
2,0,Category1,2046-07-13
94,0,Category2,2046-07-14
13,0,Category2,2046-07-15
41,0,Category1,2046-07-16
80,0,Category2,2046-07-17
59,0,Category1,2046-07-18
69,0,Category2,2046-07-19
92,0,Category1,2046-07-20
53,0,Category3,2046-07-21
45,0,Category2,2046-07-22
20,0,Category3,2046-07-23
24,0,Category1,2046-07-24
61,0,Category1,2046-07-25
91,0,Category3,2046-07-26
94,0,Category1,2046-07-27
58,0,Category1,2046-07-28
27,0,Category1,2046-07-29
26,0,Category1,2046-07-30
7,0,Category1,2046-07-31
42,0,Category1,2046-08-01
47,0,Category1,2046-08-02
53,0,Category1,2046-08-03
59,0,Category3,2046-08-04
38,0,Category2,2046-08-05
69,0,Category1,2046-08-06
87,0,Category3,2046-08-07
92,0,Category1,2046-08-08
98,0,Category2,2046-08-09
53,0,Category1,2046-08-10
15,0,Category3,2046-08-11
96,0,Category3,2046-08-12
26,0,Category2,2046-08-13
48,0,Category1,2046-08-14
95,0,Category3,2046-08-15
19,0,Category2,2046-08-16
9,0,Category2,2046-08-17
64,0,Category1,2046-08-18
93,0,Category3,2046-08-19
54,0,Category1,2046-08-20
51,0,Category1,2046-08-21
39,0,Category1,2046-08-22
4,0,Category3,2046-08-23
3,0,Category2,2046-08-24
64,0,Category1,2046-08-25
29,0,Category1,2046-08-26
11,0,Category3,2046-08-27
97,0,Category1,2046-08-28
58,0,Category2,2046-08-29
75,0,Category1,2046-08-30
27,0,Category2,2046-08-31
97,0,Category1,2046-09-01
21,0,Category1,2046-09-02
39,0,Category1,2046-09-03
95,0,Category2,2046-09-04
46,0,Category1,2046-09-05
66,0,Category1,2046-09-06
91,0,Category1,2046-09-07
36,0,Category2,2046-09-08
75,0,Category1,2046-09-09
82,0,Category3,2046-09-10
65,0,Category2,2046-09-11
63,0,Category3,2046-09-12
99,0,Category1,2046-09-13
35,0,Category2,2046-09-14
31,0,Category2,2046-09-15
28,0,Category1,2046-09-16
1,0,Category3,2046-09-17
25,0,Category2,2046-09-18
43,0,Category2,2046-09-19
84,0,Category2,2046-09-20
67,0,Category2,2046-09-21
63,0,Category2,2046-09-22
51,0,Category1,2046-09-23
2,0,Category2,2046-09-24
82,0,Category3,2046-09-25
64,0,Category2,2046-09-26
74,0,Category1,2046-09-27
69,0,Category1,2046-09-28
9,0,Category3,2046-09-29
2,0,Category2,2046-09-30
34,0,Category3,2046-10-01
60,0,Category3,2046-10-02
61,0,Category3,2046-10-03
31,0,Category3,2046-10-04
10,0,Category2,2046-10-05
76,0,Category1,2046-10-06
36,0,Category1,2046-10-07
85,0,Category2,2046-10-08
49,0,Category3,2046-10-09
70,0,Category2,2046-10-10
49,0,Category3,2046-10-11
3,0,Category3,2046-10-12
74,0,Category2,2046-10-13
5,0,Category2,2046-10-14
90,0,Category3,2046-10-15
61,0,Category3,2046-10-16
85,0,Category3,2046-10-17
90,0,Category3,2046-10-18
26,0,Category2,2046-10-19
72,0,Category1,2046-10-20
5,0,Category1,2046-10-21
15,0,Category3,2046-10-22
16,0,Category1,2046-10-23
1,0,Category1,2046-10-24
16,0,Category1,2046-10-25
37,0,Category1,2046-10-26
3,0,Category1,2046-10-27
52,0,Category1,2046-10-28
47,0,Category3,2046-10-29
95,0,Category3,2046-10-30
13,0,Category3,2046-10-31
80,0,Category2,2046-11-01
55,0,Category1,2046-11-02
21,0,Category1,2046-11-03
66,0,Category2,2046-11-04
54,0,Category1,2046-11-05
27,0,Category3,2046-11-06
38,0,Category3,2046-11-07
90,0,Category2,2046-11-08
58,0,Category3,2046-11-09
62,0,Category2,2046-11-10
46,0,Category3,2046-11-11
89,0,Category1,2046-11-12
11,0,Category3,2046-11-13
72,0,Category2,2046-11-14
8,0,Category1,2046-11-15
97,0,Category2,2046-11-16
71,0,Category1,2046-11-17
64,0,Category1,2046-11-18
21,0,Category3,2046-11-19
72,0,Category3,2046-11-20
63,0,Category1,2046-11-21
85,0,Category3,2046-11-22
64,0,Category3,2046-11-23
20,0,Category2,2046-11-24
8,0,Category3,2046-11-25
58,0,Category1,2046-11-26
46,0,Category3,2046-11-27
31,0,Category1,2046-11-28
93,0,Category1,2046-11-29
9,0,Category2,2046-11-30
15,0,Category1,2046-12-01
94,0,Category1,2046-12-02
26,0,Category2,2046-12-03
10,0,Category1,2046-12-04
29,0,Category2,2046-12-05
80,0,Category1,2046-12-06
36,0,Category3,2046-12-07
84,0,Category2,2046-12-08
37,0,Category2,2046-12-09
86,0,Category1,2046-12-10
71,0,Category2,2046-12-11
23,0,Category1,2046-12-12
41,0,Category2,2046-12-13
93,0,Category2,2046-12-14
80,0,Category3,2046-12-15
28,0,Category1,2046-12-16
48,0,Category3,2046-12-17
38,0,Category2,2046-12-18
31,0,Category1,2046-12-19
14,0,Category3,2046-12-20
97,0,Category2,2046-12-21
73,0,Category3,2046-12-22
91,0,Category2,2046-12-23
88,0,Category2,2046-12-24
77,0,Category1,2046-12-25
90,0,Category1,2046-12-26
29,0,Category1,2046-12-27
51,0,Category2,2046-12-28
49,0,Category3,2046-12-29
43,0,Category1,2046-12-30
92,0,Category1,2046-12-31
92,0,Category1,2047-01-01
72,0,Category1,2047-01-02
87,0,Category2,2047-01-03
93,0,Category3,2047-01-04
5,0,Category2,2047-01-05
42,0,Category2,2047-01-06
7,0,Category2,2047-01-07
42,0,Category1,2047-01-08
36,0,Category3,2047-01-09
27,0,Category2,2047-01-10
58,0,Category2,2047-01-11
46,0,Category2,2047-01-12
66,0,Category1,2047-01-13
25,0,Category1,2047-01-14
73,0,Category2,2047-01-15
27,0,Category1,2047-01-16
1,0,Category3,2047-01-17
87,0,Category1,2047-01-18
74,0,Category2,2047-01-19
42,0,Category3,2047-01-20
52,0,Category1,2047-01-21
25,0,Category2,2047-01-22
54,0,Category3,2047-01-23
67,0,Category3,2047-01-24
6,0,Category3,2047-01-25
58,0,Category1,2047-01-26
70,0,Category3,2047-01-27
53,0,Category1,2047-01-28
66,0,Category2,2047-01-29
58,0,Category1,2047-01-30
82,0,Category1,2047-01-31
87,0,Category2,2047-02-01
2,0,Category1,2047-02-02
76,0,Category1,2047-02-03
22,0,Category2,2047-02-04
37,0,Category3,2047-02-05
20,0,Category2,2047-02-06
24,0,Category3,2047-02-07
84,0,Category1,2047-02-08
65,0,Category2,2047-02-09
65,0,Category3,2047-02-10
81,0,Category1,2047-02-11
1,0,Category1,2047-02-12
94,0,Category1,2047-02-13
3,0,Category3,2047-02-14
46,0,Category3,2047-02-15
55,0,Category3,2047-02-16
75,0,Category1,2047-02-17
88,0,Category3,2047-02-18
86,0,Category2,2047-02-19
64,0,Category3,2047-02-20
45,0,Category3,2047-02-21
